# metro_twop[10000.0, 50000.0, 100000.0, 500000.0, 1000000.0]
-2.903630941758337,-2.8906435492338476,-2.8907349453253874,-2.8882496106362487,-2.8866094824000554
-2.898966989927667,-2.8929198902825495,-2.8965392384068966,-2.8883684473423155,-2.887298393781708
-2.9082905521967257,-2.9274339049385483,-2.8928699077122935,-2.8870683887124184,-2.8878174183535084
-2.911664174711869,-2.8944125868450876,-2.8922833150486276,-2.889204879696527,-2.886977247634145
-2.8984531562464184,-2.893840954268457,-2.889131279038667,-2.8879323666096828,-2.887052311484683
-2.8962009847728174,-2.895946437580389,-2.8905352232143886,-2.8877563673248474,-2.886013231547545
-2.904739685169477,-2.8947709722535615,-2.889083221454166,-2.888284546123837,-2.888055045365389
-2.917898462983572,-2.8943488499494916,-2.895205538558587,-2.88784936342033,-2.8869162406144104
-2.895414271946644,-2.89279302937151,-2.889967060517591,-2.887541768637869,-2.8865077224632403
-2.9068327464390626,-2.8929108163331048,-2.892981776092947,-2.8875055694647584,-2.889146951931065
