# vegas_bound_energy_comp_2[1.5, 1.6, 1.7, 1.8, 1.9]
-2.8504681299543977,-2.859843804551469,-2.8636135070529987,-2.866436566736459,-2.8712029058902573
-2.8503951612213005,-2.8577962203615153,-2.8647408438200146,-2.8683226114815663,-2.8696859921516165
-2.8560596354862327,-2.858634296147822,-2.8648815826334815,-2.868561380604181,-2.8710255069690227
-2.8532973319865658,-2.8568259759714216,-2.8664896067366525,-2.8688156079320373,-2.872161011748273
-2.8530912171224734,-2.85752662175025,-2.8645634599797676,-2.8700608980350437,-2.8749550487372404
-2.8511488343768066,-2.8585793999121076,-2.8638494209993355,-2.86638479906504,-2.8718847927989524
-2.8496467733066146,-2.856896452553003,-2.8620504933574367,-2.867936516903059,-2.867819827151391
-2.852431423201864,-2.8609642261882846,-2.8634888214871466,-2.8676006555998677,-2.8711584253336637
-2.8547885583682233,-2.8567868442599766,-2.861432138721166,-2.867045663485831,-2.874161785503296
-2.851056548835407,-2.858081887043842,-2.864107174482969,-2.865802296356868,-2.872954878642639
-2.85405700503798,-2.8615091362201612,-2.8628131093949696,-2.8667755509787707,-2.872378922407812
-2.8531710901004104,-2.8566098572664713,-2.862638938607349,-2.869085646543802,-2.8721220365202567
-2.851660494924719,-2.858791193178051,-2.8629143689553267,-2.8674464472044874,-2.870307186620505
-2.8537449911609465,-2.8573965882299115,-2.863648232127187,-2.868190736667958,-2.8696039411753
-2.851372956217417,-2.85721171470869,-2.862677425984282,-2.8667740396185684,-2.8707388376263743
-2.8498787420752345,-2.8571001542363783,-2.8623181838244705,-2.8664529389102045,-2.871599289320145
-2.851381818039632,-2.857761828041157,-2.86489771714765,-2.8686373580765667,-2.8745304535144944
-2.851220388131299,-2.8601613170059434,-2.8665578939839005,-2.866933656984224,-2.8706935469583557
-2.851627120390094,-2.8589716906384575,-2.8622442681944493,-2.8687709016756195,-2.87199725054075
-2.857488697785465,-2.8600118162131003,-2.8646487536195684,-2.866814664387628,-2.868507771022149
-2.853329299929893,-2.85825372844415,-2.863491628320653,-2.870375522838426,-2.8718244170990412
-2.8519970851529868,-2.8589269630245684,-2.8639546859956564,-2.8664756622042984,-2.8704250820300765
-2.853705862732537,-2.8582402140647023,-2.8649440224220384,-2.8684603365244055,-2.871284412769851
-2.855479629292356,-2.858100203599695,-2.8637038786256794,-2.8666545009123303,-2.8711692659472448
-2.849277230279246,-2.8591041667012576,-2.861915324670345,-2.871717800133495,-2.869668728402717
-2.853052937841785,-2.8566815432826287,-2.8654485013059294,-2.8667697557624474,-2.8692185925220532
-2.8524321369972276,-2.8590667501889353,-2.862401351958489,-2.866045355362503,-2.8731667967345476
-2.8535059067147435,-2.85900042055789,-2.86326087750152,-2.8677832083018777,-2.8718295358460812
-2.8507237730510147,-2.856564738872852,-2.860158818121682,-2.8656771706642243,-2.8722415065912337
-2.85288158157796,-2.8570681200501564,-2.8631502615999187,-2.868088789733354,-2.8740865691488846
-2.854080202694936,-2.859270665667775,-2.8610222910616336,-2.86748698626149,-2.872946056475239
-2.8507154825587566,-2.859640659445742,-2.8630619096011345,-2.8702198470429225,-2.8714253371732785
-2.8496162948539085,-2.8580632676558477,-2.862419872980475,-2.8733474362782423,-2.8712460052489557
-2.8514239631375538,-2.8586960475975305,-2.866848793353409,-2.8646896789108847,-2.87004112194414
-2.8514585315389445,-2.8607455778377755,-2.8633969815514058,-2.867794395002805,-2.871161940513703
-2.8517088630807446,-2.861352659591446,-2.8630523820200064,-2.8686071176706553,-2.8705136512975176
-2.8507710997816513,-2.8582063818722037,-2.865067323801465,-2.869882913377046,-2.868366761012136
-2.853978576910403,-2.8572846870650643,-2.865193963632809,-2.8675502082682005,-2.869992902967616
-2.8524443252324576,-2.8582843180798667,-2.866848226810916,-2.868190434213964,-2.870960571065106
-2.853706100375017,-2.859249731153697,-2.8615033336825664,-2.8719590085138464,-2.873185863952768
-2.8500361593538264,-2.861869635126916,-2.8673602810350185,-2.8679562039244386,-2.872340305341939
-2.8507174401144586,-2.860477975297322,-2.8646663239366865,-2.8650987570182846,-2.875164586525669
-2.850561419008283,-2.858451445768886,-2.8640624475975778,-2.8663209009319712,-2.8701101320502302
-2.8525256884273618,-2.8583079535370066,-2.864753250492927,-2.866115412532499,-2.8713969992153916
-2.853892355445663,-2.8581983738641705,-2.8626529036108117,-2.8646448953837167,-2.8717689052806263
-2.8501591900002543,-2.8585586009535766,-2.8628164989107723,-2.8671526329737924,-2.8705024855098586
-2.856469713814569,-2.857010364198374,-2.8650123125455202,-2.867449728665113,-2.8725954411129893
-2.8502657042822857,-2.855654989316655,-2.8619024667004904,-2.866781856443775,-2.869947101142264
-2.8549756983610157,-2.8582313104799235,-2.861842482220011,-2.867001265486152,-2.8715742271476223
-2.8559116410202465,-2.8574513263109824,-2.8642698148489187,-2.868171438572161,-2.872191075339878
